New Run at  07/14/2017 15:34:38
, Time, RandomReward; N_LinUCBReward; 
data,1188597600000,1;1671;6
data,1188597600000,1;1685;6
data,1188597600000,1;1706;6
data,1191189600000,1;1720;6
data,1191189600000,1;1739;6
data,1191189600000,1;1768;6
data,1191189600000,1;1778;7
data,1191189600000,1;1810;7
data,1191189600000,2;1835;7
data,1191189600000,2;1846;7
data,1191189600000,2;1866;8
data,1191189600000,2;1905;8
data,1191189600000,2;1931;8
data,1191189600000,2;1946;8
data,1191189600000,2;1957;8
data,1191189600000,2;1975;8
data,1191189600000,2;1997;8
data,1191189600000,2;2011;9
data,1191189600000,2;2037;9
data,1191189600000,2;2059;9
data,1191189600000,3;2083;9
data,1193871600000,3;2103;9
data,1193871600000,3;2135;9
data,1196463600000,3;2161;9
data,1196463600000,3;1055;9
data,1196463600000,4;2193;9
data,1196463600000,5;51;9
data,1196463600000,5;2214;10
data,1196463600000,5;2083;10
data,1196463600000,5;2269;10
data,1207000800000,5;2294;10
data,1209592800000,5;362;11
data,1259622000000,5;1414;12
data,1207000800000,5;2334;12
data,1207000800000,5;2360;12
data,1207000800000,5;356;12
data,1207000800000,5;2414;12
data,1207000800000,5;2433;12
data,1207000800000,5;2448;12
data,1207000800000,5;1253;12
data,1207000800000,5;2480;12
data,1207000800000,5;2505;12
data,1207000800000,5;2539;12
data,1207000800000,5;2553;12
data,1207000800000,5;2573;12
data,1207000800000,5;2590;12
data,1207000800000,5;2623;12
data,1207000800000,5;2634;12
data,1207000800000,5;62;12
data,1207000800000,6;2661;12
data,1207000800000,6;2684;12
data,1207000800000,6;2711;12
data,1207000800000,6;233;12
data,1207000800000,6;1973;12
data,1207000800000,6;2772;12
data,1207000800000,7;2784;12
data,1207000800000,7;2805;12
data,1207000800000,7;1279;12
data,1207000800000,7;2840;12
data,1207000800000,7;2334;12
data,1207000800000,7;2879;12
data,1220220000000,7;2908;12
data,1228086000000,7;2924;12
data,1228086000000,7;2945;12
data,1228086000000,7;2962;12
data,1228086000000,7;2970;12
data,1257030000000,7;2988;12
data,1280613600000,7;3009;12
data,1280613600000,7;3033;12
data,1283292000000,8;1799;12
data,1193871600000,8;3073;12
data,1193871600000,8;3095;12
data,1193871600000,8;3118;12
data,1193871600000,8;3084;12
data,1193871600000,8;3154;12
data,1193871600000,8;3171;12
data,1193871600000,8;3184;12
data,1193871600000,8;92;12
data,1193871600000,8;372;12
data,1193871600000,8;3244;12
data,1193871600000,8;3251;12
data,1193871600000,8;971;12
data,1193871600000,8;3297;12
data,1193871600000,8;3307;12
data,1193871600000,8;3324;12
data,1193871600000,8;3353;12
data,1193871600000,8;3375;12
data,1193871600000,8;3379;12
data,1193871600000,8;975;12
data,1193871600000,8;3428;12
data,1193871600000,8;2543;13
data,1193871600000,9;3450;13
data,1193871600000,9;3472;13
data,1193871600000,9;1792;14
data,1193871600000,9;3516;14
data,1193871600000,9;3523;15
data,1193871600000,9;3545;15
data,1193871600000,9;3558;15
data,1193871600000,9;3579;15
data,1193871600000,9;3594;16
data,1193871600000,9;3620;16
data,1193871600000,10;751;16
data,1193871600000,10;3652;16
data,1193871600000,10;3680;16
data,1193871600000,10;3681;17
data,1193871600000,10;3710;17
data,1193871600000,10;3723;17
data,1193871600000,10;3729;18
data,1193871600000,10;3743;19
data,1193871600000,10;3769;19
data,1193871600000,10;1090;20
data,1193871600000,10;3803;20
data,1193871600000,10;2631;20
data,1193871600000,10;1088;21
data,1193871600000,10;3845;22
data,1193871600000,10;3868;22
data,1193871600000,10;614;22
data,1193871600000,10;3894;22
data,1193871600000,10;3915;22
data,1193871600000,10;3928;23
data,1193871600000,10;1013;23
data,1193871600000,10;2168;23
data,1193871600000,10;3996;23
data,1193871600000,10;4005;23
data,1193871600000,10;3487;23
data,1193871600000,10;4036;24
data,1193871600000,10;4062;24
data,1196463600000,10;4073;24
data,1199142000000,11;1713;25
data,1207000800000,11;4114;25
data,1207000800000,11;4123;25
data,1209592800000,11;4153;25
data,1209592800000,11;4165;25
data,1209592800000,11;4185;25
data,1209592800000,11;4206;25
data,1209592800000,11;4211;25
data,1209592800000,11;4229;25
data,1209592800000,11;3594;26
data,1209592800000,11;4263;26
data,1209592800000,11;4281;26
data,1209592800000,12;2708;26
data,1209592800000,12;4313;26
data,1209592800000,12;4339;26
data,1209592800000,12;4359;26
data,1209592800000,13;717;26
data,1209592800000,13;592;26
data,1209592800000,13;4399;26
data,1209592800000,13;4409;26
data,1209592800000,14;2069;27
data,1209592800000,14;4441;27
data,1209592800000,14;4454;27
data,1209592800000,14;3794;28
data,1209592800000,14;4494;28
data,1209592800000,14;4501;28
data,1209592800000,14;4521;28
data,1209592800000,14;4522;29
data,1209592800000,14;1279;30
data,1209592800000,14;2013;30
data,1209592800000,14;4580;30
data,1209592800000,14;3743;31
data,1209592800000,14;4610;31
data,1209592800000,14;4637;31
data,1209592800000,14;4642;32
data,1209592800000,14;4272;32
data,1209592800000,14;4674;32
data,1209592800000,14;4695;32
data,1209592800000,14;888;32
data,1209592800000,14;4729;32
data,1209592800000,14;4739;32
data,1209592800000,14;4754;33
data,1209592800000,14;971;33
data,1209592800000,14;4789;34
data,1209592800000,14;4814;34
data,1209592800000,14;4830;34
data,1209592800000,14;4837;34
data,1209592800000,14;2630;34
data,1209592800000,14;4100;35
data,1209592800000,14;4882;35
data,1209592800000,14;4887;35
data,1209592800000,14;3625;35
data,1209592800000,14;3415;36
data,1212271200000,14;4927;37
data,1285884000000,14;4947;37
data,1291158000000,14;842;37
data,1172703600000,14;3738;37
data,1185919200000,14;4986;37
data,1185919200000,14;210;37
data,1185919200000,14;5023;37
data,1185919200000,14;2427;37
data,1185919200000,14;5053;37
data,1185919200000,14;787;37
data,1201820400000,14;5076;37
data,1201820400000,14;229;37
data,1201820400000,14;5116;37
data,1207000800000,14;4891;37
data,1209592800000,14;4066;37
data,1220220000000,14;5162;37
data,1222812000000,14;3196;37
data,1225494000000,14;5192;37
data,1235862000000,14;5197;37
data,1238536800000,14;5230;37
data,1241128800000,14;3280;37
data,1243807200000,14;1623;37
data,1243807200000,14;5264;37
data,1243807200000,14;5287;37
data,1243807200000,14;5298;37
data,1243807200000,14;1664;37
data,1243807200000,14;5331;37
data,1243807200000,14;5333;37
data,1243807200000,14;5357;37
data,1243807200000,14;5369;37
data,1243807200000,14;5376;37
data,1243807200000,14;2435;37
data,1243807200000,14;5408;37
data,1243807200000,14;5424;37
data,1246399200000,14;5428;37
data,1249077600000,14;5444;37
data,1249077600000,14;5451;37
data,1262300400000,14;5471;37
data,1264978800000,14;334;37
data,1264978800000,14;5504;37
data,1264978800000,14;5527;37
data,1264978800000,14;5535;37
data,1264978800000,14;5551;37
data,1264978800000,14;5571;37
data,1264978800000,14;1505;37
data,1264978800000,14;1853;37
data,1264978800000,14;4349;37
data,1264978800000,14;5629;37
data,1264978800000,14;5645;37
data,1264978800000,14;5653;37
data,1264978800000,14;2879;37
data,1264978800000,14;3859;37
data,1264978800000,14;5691;37
data,1264978800000,14;4814;37
data,1264978800000,14;5708;37
data,1264978800000,14;3390;37
data,1264978800000,14;3379;37
data,1264978800000,14;720;38
data,1264978800000,15;5762;38
data,1264978800000,15;5778;38
data,1264978800000,16;5789;38
data,1264978800000,16;5805;38
data,1264978800000,16;1346;39
data,1264978800000,16;5839;39
data,1264978800000,16;5847;40
data,1264978800000,16;5861;40
data,1264978800000,16;5875;40
data,1264978800000,16;5895;40
data,1264978800000,16;664;40
data,1264978800000,17;4860;41
data,1264978800000,17;1312;41
data,1264978800000,17;5964;41
data,1264978800000,17;5971;41
data,1264978800000,17;4186;41
data,1264978800000,17;6006;41
data,1264978800000,17;6018;41
data,1264978800000,17;4497;41
data,1264978800000,17;1857;41
data,1264978800000,17;2655;41
data,1264978800000,17;4527;41
data,1264978800000,17;6074;41
data,1264978800000,17;3604;41
data,1264978800000,17;366;41
data,1264978800000,17;6106;42
data,1264978800000,17;6116;43
data,1264978800000,18;6125;44
data,1264978800000,18;2213;44
data,1264978800000,18;6159;45
data,1264978800000,18;4258;46
data,1264978800000,18;6192;46
data,1264978800000,18;6199;47
data,1264978800000,18;4570;47
data,1264978800000,18;6232;47
data,1264978800000,18;6240;47
data,1264978800000,18;3794;47
data,1264978800000,18;5975;47
data,1264978800000,18;5594;47
data,1264978800000,18;915;48
data,1264978800000,18;6302;48
data,1264978800000,18;6310;49
data,1264978800000,18;6329;49
data,1264978800000,18;2009;49
data,1264978800000,18;5123;49
data,1264978800000,18;6359;50
data,1264978800000,18;111;51
data,1264978800000,18;6386;52
data,1264978800000,18;501;52
data,1264978800000,18;6414;52
data,1264978800000,18;3819;52
data,1264978800000,18;6445;52
data,1264978800000,18;4722;52
data,1264978800000,18;6464;52
data,1264978800000,18;6477;52
data,1264978800000,18;6488;52
data,1264978800000,18;1597;52
data,1264978800000,18;2174;53
data,1264978800000,18;1613;53
data,1264978800000,18;6534;53
data,1264978800000,18;3298;53
data,1264978800000,18;1143;53
data,1264978800000,18;6575;54
data,1264978800000,18;4500;54
data,1264978800000,19;4000;55
data,1264978800000,19;5481;55
data,1264978800000,19;6620;56
data,1264978800000,19;2615;56
data,1264978800000,19;4479;56
data,1264978800000,19;6663;56
data,1264978800000,19;6679;56
data,1264978800000,19;6686;56
data,1264978800000,19;6700;56
data,1264978800000,19;4521;56
data,1264978800000,19;3219;56
data,1264978800000,19;78;56
data,1264978800000,19;4290;57
data,1264978800000,19;6766;57
data,1264978800000,19;6768;58
data,1264978800000,19;6123;58
data,1264978800000,19;1880;58
data,1264978800000,19;1335;58
data,1264978800000,19;513;59
data,1264978800000,19;6824;59
data,1264978800000,19;3907;59
data,1264978800000,19;4817;59
data,1264978800000,19;6875;59
data,1264978800000,19;6880;59
data,1264978800000,19;6896;59
data,1264978800000,19;4224;60
data,1264978800000,19;4744;60
data,1264978800000,19;5287;60
data,1264978800000,19;6942;60
data,1264978800000,19;1473;60
data,1264978800000,19;6965;61
data,1264978800000,19;666;61
data,1264978800000,19;6999;61
data,1264978800000,20;7007;61
data,1264978800000,20;5075;61
data,1264978800000,20;3794;61
data,1264978800000,20;979;62
data,1264978800000,20;7050;63
data,1264978800000,20;4434;64
data,1264978800000,20;7077;64
data,1264978800000,20;2594;64
data,1264978800000,20;529;64
data,1264978800000,20;5393;64
data,1264978800000,20;5311;64
data,1264978800000,20;6654;64
data,1264978800000,20;689;65
data,1264978800000,20;4100;66
data,1264978800000,20;7153;66
data,1264978800000,20;7162;66
data,1264978800000,20;7176;66
data,1264978800000,20;7186;66
data,1267398000000,20;7192;67
data,1267398000000,20;6777;67
data,1267398000000,20;1350;67
data,1267398000000,20;7220;67
data,1267398000000,20;1057;68
data,1267398000000,20;1594;68
data,1267398000000,20;6128;68
data,1267398000000,20;7258;68
data,1267398000000,20;253;69
data,1267398000000,20;7277;69
data,1267398000000,20;5230;69
data,1267398000000,20;7302;69
data,1270072800000,20;7304;70
data,1270072800000,20;3266;70
data,1272664800000,20;7332;70
data,1272664800000,20;4434;71
data,1272664800000,20;5722;71
data,1272664800000,20;5513;71
data,1272664800000,20;1555;71
data,1272664800000,20;7398;71
data,1272664800000,20;2539;71
data,1272664800000,20;1187;71
data,1272664800000,20;2013;71
data,1272664800000,20;7444;71
data,1272664800000,20;7459;71
data,1272664800000,20;1161;71
data,1272664800000,20;7483;71
data,1272664800000,21;7493;71
data,1272664800000,21;6477;71
data,1272664800000,21;5657;71
data,1272664800000,21;1069;71
data,1272664800000,21;7206;71
data,1272664800000,21;2559;71
data,1272664800000,21;7557;71
data,1272664800000,21;1953;71
data,1272664800000,21;6777;71
data,1272664800000,21;579;71
data,1272664800000,21;3311;71
data,1272664800000,21;2242;71
data,1272664800000,21;7616;71
data,1272664800000,21;2395;72
data,1272664800000,21;822;72
data,1272664800000,21;2034;73
data,1272664800000,21;411;74
data,1275343200000,21;1597;74
data,1275343200000,21;7681;74
data,1277935200000,21;5622;74
data,1277935200000,21;5605;74
data,1280613600000,21;7715;74
data,1280613600000,21;3111;74
data,1280613600000,21;7730;75
data,1280613600000,21;6329;75
data,1280613600000,21;5861;75
data,1280613600000,21;6464;75
data,1280613600000,21;7772;75
data,1280613600000,21;123;76
data,1280613600000,21;6612;76
data,1280613600000,21;7793;76
data,1280613600000,21;3662;77
data,1280613600000,21;7815;77
data,1280613600000,21;5287;77
data,1280613600000,21;7835;78
data,1283292000000,21;4668;78
data,1285884000000,21;2539;78
data,1285884000000,21;7870;78
data,1285884000000,21;2922;79
data,1285884000000,21;7885;80
data,1285884000000,21;925;81
data,1285884000000,21;3423;82
data,1285884000000,21;7911;83
data,1285884000000,21;7925;83
data,1285884000000,21;2763;83
data,1285884000000,21;3687;83
data,1285884000000,21;4808;83
data,1285884000000,21;187;84
data,1285884000000,21;1882;84
data,1285884000000,21;684;84
data,1285884000000,21;488;84
data,1285884000000,21;1549;85
data,1288566000000,22;1838;85
data,1288566000000,22;8005;86
data,1288566000000,22;8014;86
data,1288566000000,23;3134;86
data,1288566000000,23;8033;86
data,1288566000000,23;8047;86
data,1288566000000,23;3856;86
data,1288566000000,23;4131;87
data,1291158000000,24;939;87
data,1291158000000,24;3769;87
data,1291158000000,24;2435;88
data,1291158000000,24;8099;88
data,1291158000000,24;5205;88
data,1291158000000,25;8117;88
data,1291158000000,25;4360;88
data,1291158000000,25;8134;88
data,1291158000000,25;3872;88
data,1291158000000,25;5903;88
data,1291158000000,25;4596;89
data,1291158000000,25;8171;90
data,1291158000000,25;4182;91
data,1291158000000,25;8195;91
data,1291158000000,25;1391;91
data,1291158000000,25;5210;91
data,1291158000000,25;8218;92
data,1291158000000,25;4719;92
data,1291158000000,25;3853;93
data,1291158000000,25;5264;93
data,1291158000000,25;8263;94
data,1293836400000,25;8276;94
data,1293836400000,25;8291;94
data,1293836400000,25;5292;94
data,1293836400000,25;8304;95
data,1293836400000,25;8263;96
data,1293836400000,25;8320;96
data,1293836400000,25;8329;96
data,1293836400000,25;1350;96
data,1293836400000,25;8339;97
data,1293836400000,25;5647;97
data,1293836400000,25;4154;97
data,1293836400000,25;8367;98
data,1293836400000,25;8376;98
data,1293836400000,25;4517;99
data,1293836400000,25;8390;99
data,1293836400000,25;3477;99
data,1293836400000,25;3874;99
data,1293836400000,25;2247;99
data,1293836400000,25;3061;99
data,1296514800000,25;1866;99
data,1296514800000,25;2695;100
data,1298934000000,25;4775;100
data,1298934000000,25;8449;100
data,1298934000000,25;5647;100
data,1298934000000,25;109;100
data,1304596135526,25;346;100
data,1246399200000,25;8491;100
data,1246399200000,25;8503;100
data,1246399200000,25;3579;100
data,1246399200000,25;5264;100
data,1246399200000,25;6941;100
data,1246399200000,25;8364;100
data,1246399200000,25;7778;100
data,1246399200000,25;5064;100
data,1251756000000,25;8370;100
data,1251756000000,25;4712;100
data,1251756000000,25;7846;100
data,1251756000000,25;8304;101
data,1251756000000,25;4131;102
data,1251756000000,25;5068;102
data,1251756000000,25;7852;102
data,1254348000000,25;8603;102
data,1254348000000,25;8615;102
data,1254348000000,25;3517;102
data,1254348000000,25;1184;102
data,1254348000000,25;2400;102
data,1254348000000,25;4131;103
data,1257030000000,25;4131;104
data,1257030000000,25;4131;105
data,1257030000000,25;4131;106
data,1259622000000,25;4131;107
data,1212271200000,25;6482;107
data,1212271200000,25;8691;107
data,1212271200000,25;2348;107
data,1212271200000,25;7863;107
data,1212271200000,25;8715;107
data,1212271200000,25;5453;107
data,1212271200000,25;8734;107
data,1212271200000,25;1010;108
data,1212271200000,25;3082;108
data,1212271200000,25;8759;109
data,1212271200000,25;6204;110
data,1212271200000,25;8775;110
data,1212271200000,25;2663;111
data,1212271200000,25;5887;112
data,1212271200000,25;4205;113
data,1212271200000,25;90;113
data,1212271200000,25;8808;113
data,1212271200000,25;2986;114
data,1212271200000,25;6722;115
data,1212271200000,26;2818;115
data,1212271200000,26;3254;116
data,1212271200000,26;2517;117
data,1212271200000,26;1975;118
data,1212271200000,26;2843;119
data,1212271200000,26;8872;119
data,1212271200000,26;4778;120
data,1212271200000,26;5917;120
data,1212271200000,26;7583;120
data,1212271200000,26;8000;120
data,1212271200000,26;631;121
data,1212271200000,26;6160;122
data,1212271200000,26;5369;122
data,1212271200000,26;4339;123
data,1212271200000,26;2983;124
data,1212271200000,26;4987;125
data,1212271200000,26;356;126
data,1212271200000,26;8942;127
data,1212271200000,26;7574;127
data,1212271200000,26;8957;128
data,1212271200000,26;3859;128
data,1212271200000,26;8973;129
data,1212271200000,26;7318;130
data,1212271200000,26;3779;131
data,1212271200000,26;6968;132
data,1212271200000,26;4389;132
data,1212271200000,26;7208;133
data,1212271200000,26;2622;133
data,1214863200000,26;2909;133
data,1214863200000,26;2229;134
data,1214863200000,26;8311;134
data,1214863200000,26;4686;134
data,1214863200000,26;175;134
data,1217541600000,26;9072;134
data,1217541600000,27;3696;134
data,1217541600000,27;4551;134
data,1217541600000,27;2199;135
data,1217541600000,27;8203;135
data,1217541600000,27;4098;135
data,1217541600000,27;222;135
data,1217541600000,27;8111;136
data,1217541600000,27;9126;137
data,1217541600000,27;9132;137
data,1217541600000,27;5036;137
data,1217541600000,27;1439;137
data,1217541600000,27;7712;137
data,1217541600000,27;2400;138
data,1217541600000,27;6266;138
data,1217541600000,27;1135;138
data,1217541600000,27;9186;138
data,1217541600000,27;9205;138
data,1217541600000,27;7077;138
data,1217541600000,28;5716;138
data,1217541600000,28;9217;138
data,1217541600000,28;9223;138
data,1217541600000,29;6163;138
data,1217541600000,29;442;138
data,1217541600000,29;9234;138
data,1217541600000,29;1213;138
data,1217541600000,29;9252;138
data,1217541600000,29;3009;138
data,1217541600000,30;9266;138
data,1217541600000,30;9185;138
data,1217541600000,30;2008;139
data,1217541600000,30;6189;140
data,1217541600000,30;3223;140
data,1217541600000,30;7903;140
data,1217541600000,30;4524;140
data,1217541600000,30;9310;140
data,1217541600000,30;175;140
data,1217541600000,30;9324;140
data,1217541600000,30;3082;140
data,1217541600000,30;4646;140
data,1217541600000,30;9342;140
data,1217541600000,30;9348;140
data,1217541600000,30;444;140
data,1217541600000,30;9362;140
data,1217541600000,30;7476;140
data,1217541600000,30;7151;140
data,1217541600000,30;8602;140
data,1217541600000,30;5298;140
data,1217541600000,30;9400;140
data,1217541600000,30;9412;140
data,1217541600000,30;9424;140
data,1217541600000,30;9428;140
data,1217541600000,30;1016;140
data,1217541600000,30;7972;140
data,1217541600000,30;5076;140
data,1217541600000,30;9459;140
data,1217541600000,30;9461;140
data,1217541600000,30;9472;140
data,1217541600000,30;9476;141
data,1220220000000,30;6050;141
data,1304596176284,30;2514;141
data,1304596177553,30;9499;141
data,1304596187726,30;9506;141
data,1304596191912,30;833;141
data,1304596194417,30;3981;141
data,1304596197640,31;9519;141
data,1304596214214,31;5330;141
data,1304596215240,31;7212;141
data,1304596223989,31;9534;141
data,1304596226144,31;9538;141
data,1209592800000,31;8993;141
data,1209592800000,31;1653;142
data,1209592800000,31;9562;142
data,1209592800000,31;9115;142
data,1212271200000,31;8975;142
data,1214863200000,31;5631;143
data,1222812000000,31;9578;143
data,1228086000000,31;8713;143
data,1228086000000,32;8554;143
data,1275343200000,32;9594;143
data,1275343200000,32;9602;143
data,1277935200000,32;3013;143
data,1277935200000,32;9494;143
data,1277935200000,32;5274;143
data,1277935200000,32;5033;143
data,1277935200000,32;9640;143
data,1277935200000,32;1908;143
data,1277935200000,32;2674;143
data,1280613600000,32;3510;143
data,1280613600000,32;2167;143
data,1280613600000,32;2806;143
data,1280613600000,32;2004;143
data,1285884000000,33;656;143
data,1285884000000,33;2724;143
data,1285884000000,33;5763;143
data,1285884000000,33;1946;143
data,1285884000000,33;6266;143
data,1285884000000,33;2879;143
data,1285884000000,33;938;143
data,1285884000000,33;8158;143
data,1285884000000,33;9544;143
data,1285884000000,34;5568;143
data,1285884000000,34;8020;143
data,1285884000000,34;1013;143
data,1285884000000,34;41;143
data,1285884000000,34;6805;143
data,1285884000000,34;8430;143
data,1285884000000,34;9535;143
data,1285884000000,34;9760;143
data,1285884000000,34;8445;143
data,1285884000000,34;8409;143
data,1285884000000,35;9776;143
data,1285884000000,35;1416;143
data,1285884000000,36;3409;143
data,1288566000000,36;8308;143
data,1288566000000,36;5647;143
data,1288566000000,36;2634;143
data,1288566000000,36;5946;143
data,1288566000000,36;3582;143
data,1288566000000,36;9809;143
data,1288566000000,36;9813;143
data,1288566000000,36;4833;143
data,1288566000000,36;8749;143
data,1291158000000,36;876;143
data,1291158000000,36;9562;143
data,1291158000000,36;9838;143
data,1291158000000,36;9848;143
data,1291158000000,36;446;143
data,1293836400000,36;9863;143
data,1293836400000,36;6805;143
data,1296514800000,36;5577;143
data,1296514800000,36;7202;144
data,1298934000000,36;9886;144
data,1304596239074,36;5527;144
data,1304596242695,36;8946;144
data,1304596260969,36;7524;144
data,1304596272248,36;9908;144
data,1304596273351,36;7275;144
data,1157061600000,36;9923;144
data,1157061600000,36;787;144
data,1157061600000,36;9594;144
data,1157061600000,36;2308;144
data,1157061600000,36;816;144
data,1157061600000,36;9947;144
data,1157061600000,36;9951;144
data,1157061600000,36;9602;144
data,1157061600000,36;9077;144
data,1157061600000,36;9685;144
data,1157061600000,37;6718;144
data,1157061600000,37;7734;144
data,1157061600000,37;9989;144
data,1157061600000,37;2348;144
data,1157061600000,37;2616;144
data,1157061600000,37;10008;144
data,1157061600000,37;1082;144
data,1157061600000,37;153;144
data,1157061600000,37;10025;144
data,1164927600000,37;8895;144
data,1164927600000,37;7950;145
data,1267398000000,37;10032;146
data,1285884000000,37;3197;146
data,1288566000000,37;7985;146
data,1249077600000,37;1994;146
data,1249077600000,37;7077;146
data,1249077600000,38;2395;146
data,1249077600000,38;2973;146
data,1249077600000,38;8615;146
data,1249077600000,38;9083;146
data,1249077600000,38;1161;146
data,1249077600000,38;8759;146
data,1249077600000,38;6328;146
data,1249077600000,38;8655;146
data,1249077600000,38;5423;146
data,1249077600000,38;3852;147
data,1249077600000,39;5304;147
data,1249077600000,39;10108;147
data,1249077600000,39;7389;147
data,1249077600000,39;2555;147
data,1249077600000,39;7321;147
data,1249077600000,39;9320;147
data,1249077600000,39;460;147
data,1249077600000,39;3558;147
data,1249077600000,39;10141;147
data,1249077600000,39;2435;147
data,1249077600000,39;1772;147
data,1249077600000,39;7687;147
data,1249077600000,39;596;147
data,1249077600000,39;7721;147
data,1249077600000,39;8780;147
data,1251756000000,39;10174;147
data,1264978800000,39;5479;147
data,1199142000000,39;3390;147
data,1199142000000,39;2822;147
data,1199142000000,39;6246;147
data,1199142000000,39;10199;147
data,1199142000000,39;7864;147
data,1199142000000,39;4377;147
data,1199142000000,39;10213;147
data,1199142000000,39;3923;147
data,1199142000000,39;9166;147
data,1199142000000,39;10225;147
data,1201820400000,39;10232;147
data,1228086000000,39;9195;147
data,1228086000000,39;4378;147
data,1228086000000,39;5330;147
data,1228086000000,39;1669;147
data,1228086000000,39;397;147
data,1228086000000,39;10165;147
data,1228086000000,39;1767;147
data,1228086000000,39;3206;147
data,1228086000000,39;4162;147
data,1228086000000,39;10281;147
data,1243807200000,39;5405;147
data,1243807200000,39;1234;147
data,1257030000000,39;3374;147
data,1257030000000,39;878;147
data,1257030000000,39;2142;147
data,1257030000000,39;10298;147
data,1257030000000,39;1504;147
data,1267398000000,39;9521;147
data,1272664800000,39;5264;147
data,1275343200000,39;10318;147
data,1275343200000,39;7631;147
data,1214863200000,39;5642;148
data,1214863200000,39;5642;149
data,1214863200000,39;10159;149
data,1217541600000,39;10341;149
data,1217541600000,40;1904;150
data,1217541600000,40;8243;151
data,1217541600000,40;5642;152
data,1217541600000,40;7419;153
data,1217541600000,40;4580;154
data,1217541600000,40;10360;154
data,1217541600000,40;10364;154
data,1217541600000,40;3803;155
data,1220220000000,40;5890;155
data,1220220000000,40;2416;155
data,1220220000000,40;1025;155
data,1222812000000,40;2498;156
data,1228086000000,40;8243;157
data,1230764400000,40;4580;158
data,1230764400000,40;9077;158
data,1230764400000,40;2013;158
data,1235862000000,40;8243;159
data,1235862000000,40;9881;160
data,1246399200000,40;2787;160
data,1246399200000,40;10422;161
data,1233442800000,40;9717;161
data,1233442800000,40;2435;162
data,1233442800000,40;10440;162
data,1233442800000,40;2214;162
data,1233442800000,40;446;162
data,1233442800000,40;709;162
data,1233442800000,40;4916;162
data,1233442800000,40;2174;162
data,1233442800000,40;9722;162
data,1233442800000,40;10461;162
data,1233442800000,40;10463;162
data,1233442800000,40;7950;162
data,1233442800000,40;10470;162
data,1262300400000,40;2039;162
data,1277935200000,40;3068;162
data,1280613600000,40;9224;162
data,1293836400000,40;6143;162
data,1209592800000,40;10494;162
data,1212271200000,40;5559;162
data,1212271200000,40;10504;162
data,1212271200000,40;10505;162
data,1212271200000,40;3161;162
data,1214863200000,40;10513;162
data,1222812000000,41;9424;162
data,1222812000000,41;7194;162
data,1222812000000,41;5942;162
data,1222812000000,41;3551;162
data,1222812000000,41;8442;162
data,1222812000000,41;10454;162
data,1225494000000,41;10547;162
data,1225494000000,41;8308;162
data,1225494000000,41;10552;162
data,1225494000000,41;9720;162
data,1283292000000,41;2313;162
data,1283292000000,41;6321;162
data,1283292000000,41;4486;162
data,1283292000000,41;10565;162
data,1283292000000,41;1832;162
data,1291158000000,41;4982;162
data,1291158000000,41;10582;162
data,1291158000000,41;3483;162
data,1291158000000,41;1757;162
data,1291158000000,41;10594;162
data,1291158000000,41;10597;162
data,1293836400000,41;1525;163
data,1293836400000,42;6950;164
data,1293836400000,42;1525;165
data,1296514800000,42;7151;166
data,1296514800000,42;236;167
data,1296514800000,42;1274;168
data,1296514800000,42;5106;168
