New Run at  08/03/2017 16:47:53
, Time, RandomReward; M_LinUCBReward; 
data,1304700148344,64;3700;922
data,1304700148361,64;3060;923
data,1304700148362,64;6007;924
data,1304700148343,64;3328;925
data,1304700148365,64;8201;926
data,1304700148370,64;8556;927
data,1304700148348,64;3834;928
data,1304700148335,64;12006;928
data,1304700148338,64;612;929
data,1304700148332,64;1332;930
data,1304700148343,64;2113;931
data,1304700148353,64;3652;932
data,1304700148351,64;1446;933
data,1304700148349,64;385;934
data,1304700148366,64;6728;935
data,1304700148330,64;2144;936
data,1304700148354,64;10289;937
data,1304700148369,64;11839;938
data,1304700148357,64;5380;939
data,1304700148346,64;1491;940
data,1304700148356,64;5596;941
data,1304700148336,64;753;942
data,1304700148342,64;2989;943
data,1304700148337,64;1354;944
data,1304700148358,64;4494;945
data,1304700148345,64;3243;946
data,1304700148331,64;5892;947
data,1304700148363,64;3746;948
data,1304700148356,64;2368;949
data,1304700148364,64;2816;950
data,1304700148371,64;248;951
data,1304700148367,64;3041;952
data,1304700148339,64;5311;953
data,1277935200000,64;1204;953
data,1277935200000,64;3135;954
data,1277935200000,64;4241;954
data,1277935200000,64;9852;954
data,1270072800000,64;776;954
data,1270072800000,64;2091;954
data,1270072800000,64;3673;954
data,1270072800000,64;7937;954
data,1270072800000,64;38;954
data,1270072800000,64;2152;954
data,1270072800000,64;2831;954
data,1270072800000,64;753;954
data,1270072800000,64;10417;954
data,1270072800000,64;12033;954
data,1272664800000,64;9224;954
data,1272664800000,64;12034;954
data,1275343200000,64;10523;954
data,1275343200000,64;4613;954
data,1275343200000,64;3219;954
data,1275343200000,64;4466;954
data,1275343200000,64;7617;954
data,1275343200000,64;3821;954
data,1275343200000,64;1885;954
data,1275343200000,64;2817;954
data,1275343200000,64;10523;954
data,1275343200000,64;2788;954
data,1275343200000,65;406;954
data,1275343200000,65;4001;954
data,1275343200000,65;10595;954
data,1275343200000,65;1556;954
data,1275343200000,65;3460;954
data,1275343200000,66;7298;954
data,1277935200000,66;1832;954
data,1277935200000,66;4163;954
data,1277935200000,66;1663;954
data,1277935200000,66;8728;954
data,1277935200000,66;5815;954
data,1277935200000,66;2946;954
data,1277935200000,66;6168;954
data,1277935200000,66;10051;954
data,1280613600000,66;8101;954
data,1280613600000,66;4060;954
data,1280613600000,66;7916;954
data,1288566000000,66;12055;954
data,1288566000000,66;10684;954
data,1288566000000,66;11202;954
data,1288566000000,66;505;954
data,1288566000000,66;10289;954
data,1288566000000,66;4520;954
data,1288566000000,66;772;954
data,1288566000000,66;1606;954
data,1288566000000,66;5461;954
data,1288566000000,67;2562;954
data,1288566000000,67;4540;954
data,1288566000000,67;11676;954
data,1288566000000,67;2411;954
data,1288566000000,67;3924;954
data,1288566000000,67;1237;954
data,1288566000000,67;10289;954
data,1288566000000,67;372;954
data,1291158000000,67;5815;954
data,1291158000000,67;6103;954
data,1291158000000,67;7253;954
data,1291158000000,67;967;954
data,1267398000000,67;5899;954
data,1267398000000,67;11879;954
data,1267398000000,67;365;954
data,1272664800000,67;7302;954
data,1272664800000,67;11519;954
data,1285884000000,67;11720;954
data,1285884000000,67;10258;954
data,1285884000000,67;2282;954
data,1285884000000,67;5291;954
data,1222812000000,67;8531;954
data,1222812000000,68;6430;954
data,1222812000000,68;1858;954
data,1222812000000,68;8737;954
data,1222812000000,68;6383;954
data,1222812000000,68;10932;954
data,1222812000000,68;2620;954
data,1222812000000,68;11469;954
data,1222812000000,68;10501;954
data,1222812000000,68;5644;954
data,1222812000000,68;6980;954
data,1222812000000,68;9476;954
data,1222812000000,68;8077;954
data,1222812000000,68;10164;954
data,1222812000000,68;4364;954
data,1222812000000,68;1000;954
data,1222812000000,68;1179;954
data,1222812000000,68;11630;955
data,1222812000000,68;910;955
data,1222812000000,68;2302;955
data,1222812000000,68;4372;955
data,1222812000000,68;11531;955
data,1222812000000,68;11113;955
data,1222812000000,68;2661;955
data,1222812000000,68;2593;955
data,1222812000000,68;4542;955
data,1222812000000,68;1264;956
data,1222812000000,68;5878;957
data,1222812000000,68;11692;957
data,1222812000000,68;7243;958
data,1222812000000,68;5072;958
data,1222812000000,68;466;959
data,1222812000000,68;2959;960
data,1222812000000,68;1841;961
data,1222812000000,68;2458;962
data,1222812000000,68;4873;963
data,1222812000000,68;7243;964
data,1222812000000,69;102;964
data,1222812000000,69;276;964
data,1222812000000,69;10754;964
data,1222812000000,69;812;965
data,1222812000000,69;386;966
data,1222812000000,69;7243;967
data,1222812000000,69;6362;968
data,1222812000000,69;3437;969
data,1222812000000,69;1464;969
data,1222812000000,69;2196;969
data,1222812000000,69;8101;970
data,1222812000000,69;5815;970
data,1222812000000,69;2823;970
data,1222812000000,69;6362;971
data,1222812000000,69;8024;971
data,1222812000000,69;7447;971
data,1222812000000,69;2196;971
data,1222812000000,69;9704;971
data,1222812000000,70;4971;971
data,1222812000000,71;3002;972
data,1222812000000,71;10007;973
data,1222812000000,72;466;974
data,1222812000000,72;10007;975
data,1222812000000,72;3187;975
data,1222812000000,72;5344;975
data,1222812000000,72;5041;976
data,1222812000000,72;5518;976
data,1222812000000,72;4886;977
data,1222812000000,72;5041;978
data,1225494000000,72;11418;978
data,1225494000000,72;6362;979
data,1225494000000,72;6960;979
data,1225494000000,72;10420;980
data,1225494000000,72;9278;981
data,1225494000000,72;1797;982
data,1225494000000,72;8685;983
data,1225494000000,72;2561;984
data,1225494000000,72;6362;985
data,1225494000000,72;9263;986
data,1225494000000,72;6350;987
data,1225494000000,72;9263;988
data,1225494000000,72;691;989
data,1225494000000,72;9897;990
data,1225494000000,72;9278;991
data,1225494000000,72;4025;992
data,1225494000000,72;5854;993
data,1225494000000,72;5605;994
data,1225494000000,72;1989;994
data,1225494000000,72;4714;994
data,1225494000000,73;786;994
data,1225494000000,73;4841;995
data,1225494000000,73;5605;996
data,1225494000000,73;4873;997
data,1225494000000,73;8975;998
data,1225494000000,73;10007;999
data,1225494000000,73;755;1000
data,1225494000000,73;11039;1000
data,1225494000000,73;1932;1000
data,1225494000000,73;3496;1001
data,1225494000000,73;9263;1002
data,1225494000000,73;9278;1003
data,1225494000000,73;3108;1003
data,1225494000000,73;967;1004
data,1225494000000,73;7549;1005
data,1228086000000,73;12153;1005
data,1228086000000,73;10176;1006
data,1228086000000,73;231;1006
data,1228086000000,73;5815;1006
data,1228086000000,73;5689;1007
data,1228086000000,73;1777;1008
data,1228086000000,73;3545;1008
data,1228086000000,73;3715;1008
data,1228086000000,73;4814;1008
data,1228086000000,73;2921;1008
data,1228086000000,73;8864;1008
data,1228086000000,73;6487;1008
data,1228086000000,73;342;1008
data,1228086000000,73;5306;1008
data,1228086000000,73;11283;1008
data,1230764400000,74;10684;1008
data,1230764400000,74;386;1009
data,1230764400000,75;7254;1009
data,1230764400000,75;216;1009
data,1230764400000,76;8669;1010
data,1230764400000,76;5412;1010
data,1230764400000,76;6350;1011
data,1230764400000,76;5593;1012
data,1230764400000,76;9435;1012
data,1230764400000,76;1584;1012
data,1230764400000,76;4906;1012
data,1230764400000,76;8669;1013
data,1230764400000,76;6962;1013
data,1230764400000,76;3138;1014
data,1230764400000,76;1857;1015
data,1230764400000,76;7426;1016
data,1230764400000,76;7504;1016
data,1230764400000,76;5114;1017
data,1230764400000,76;2408;1018
data,1230764400000,76;6731;1019
data,1230764400000,76;9234;1019
data,1230764400000,76;4871;1020
data,1230764400000,76;11132;1020
data,1230764400000,76;860;1020
data,1230764400000,76;7730;1020
data,1230764400000,77;3678;1020
data,1230764400000,77;10715;1021
data,1230764400000,77;7468;1021
data,1230764400000,77;8689;1021
data,1230764400000,78;3660;1021
data,1230764400000,78;6638;1021
data,1230764400000,78;1609;1022
data,1230764400000,78;2196;1022
data,1230764400000,78;6096;1023
data,1230764400000,79;4264;1024
data,1230764400000,79;7687;1024
data,1230764400000,79;2856;1024
data,1230764400000,79;5052;1024
data,1230764400000,79;569;1024
data,1230764400000,79;11487;1025
data,1230764400000,79;5613;1026
data,1230764400000,79;2802;1026
data,1230764400000,79;8240;1026
data,1230764400000,79;4572;1026
data,1233442800000,79;1161;1026
data,1233442800000,79;12186;1026
data,1233442800000,79;1787;1026
data,1233442800000,79;5336;1026
data,1233442800000,79;11997;1026
data,1233442800000,79;1413;1026
data,1233442800000,79;11487;1027
data,1233442800000,80;4541;1027
data,1233442800000,80;5320;1028
data,1233442800000,80;9263;1029
data,1233442800000,80;6650;1029
data,1233442800000,80;3854;1029
data,1233442800000,80;2803;1029
data,1233442800000,80;10843;1029
data,1235862000000,80;4157;1030
data,1235862000000,80;4157;1031
data,1238536800000,80;5566;1032
data,1238536800000,80;3693;1032
data,1238536800000,80;2452;1032
data,1243807200000,80;8067;1032
data,1243807200000,80;6794;1032
data,1243807200000,80;3241;1032
data,1243807200000,80;8980;1032
data,1246399200000,80;9362;1032
data,1246399200000,80;11475;1032
data,1246399200000,80;3765;1033
data,1246399200000,80;9922;1033
data,1249077600000,80;1440;1033
data,1249077600000,80;1059;1033
data,1249077600000,80;2488;1033
data,1249077600000,80;1059;1033
data,1249077600000,80;8083;1033
data,1251756000000,80;8336;1033
data,1251756000000,80;11717;1033
data,1251756000000,80;10378;1033
data,1251756000000,81;4575;1033
data,1251756000000,81;9922;1033
data,1251756000000,81;6752;1033
data,1251756000000,81;6837;1034
data,1251756000000,81;6898;1034
data,1251756000000,81;9116;1035
data,1251756000000,81;7309;1035
data,1251756000000,81;8099;1035
data,1251756000000,81;1227;1036
data,1251756000000,81;830;1036
data,1251756000000,81;1274;1036
data,1251756000000,82;2327;1037
data,1251756000000,82;11040;1038
data,1251756000000,82;129;1039
data,1251756000000,82;3850;1039
data,1251756000000,82;1143;1039
data,1251756000000,82;1417;1039
data,1254348000000,82;11278;1040
data,1254348000000,82;4561;1040
data,1254348000000,83;9924;1041
data,1259622000000,83;473;1041
data,1259622000000,83;7863;1041
data,1259622000000,83;9639;1041
data,1259622000000,83;5732;1041
data,1262300400000,83;8324;1041
data,1262300400000,83;869;1041
data,1262300400000,83;6506;1041
data,1262300400000,83;5705;1041
data,1262300400000,84;505;1042
data,1262300400000,84;5490;1043
data,1262300400000,84;1161;1043
data,1264978800000,84;669;1043
data,1267398000000,84;2710;1043
data,1270072800000,84;10580;1043
data,1270072800000,84;11912;1043
data,1270072800000,84;1637;1043
data,1277935200000,84;11600;1044
data,1277935200000,85;1224;1044
data,1277935200000,85;11378;1044
data,1277935200000,85;5605;1045
data,1277935200000,85;12237;1045
data,1277935200000,85;12027;1046
data,1277935200000,85;7839;1047
data,1277935200000,85;9235;1048
data,1277935200000,85;102;1048
data,1277935200000,85;2535;1048
data,1277935200000,85;466;1049
data,1277935200000,85;4412;1050
data,1277935200000,85;3881;1051
data,1277935200000,85;10766;1051
data,1277935200000,85;10752;1051
data,1277935200000,85;4753;1051
data,1277935200000,85;7620;1051
data,1277935200000,85;9043;1051
data,1277935200000,86;2196;1051
data,1277935200000,86;5041;1052
data,1277935200000,86;201;1052
data,1277935200000,86;945;1052
data,1277935200000,86;1777;1053
data,1277935200000,86;8240;1053
data,1277935200000,86;6362;1054
data,1277935200000,86;9263;1055
data,1277935200000,86;1663;1055
data,1277935200000,86;1226;1055
data,1277935200000,86;7243;1056
data,1277935200000,86;7853;1056
data,1277935200000,86;9263;1057
data,1277935200000,86;3168;1057
data,1277935200000,86;5605;1058
data,1277935200000,86;2458;1059
data,1277935200000,86;8669;1060
data,1277935200000,86;7243;1061
data,1277935200000,86;9741;1061
data,1280613600000,86;304;1061
data,1280613600000,86;6979;1061
data,1280613600000,86;9942;1061
data,1280613600000,86;5134;1062
data,1280613600000,86;6245;1062
data,1280613600000,86;9278;1063
data,1280613600000,86;7916;1064
data,1280613600000,86;9831;1064
data,1280613600000,86;2347;1064
data,1280613600000,87;669;1064
data,1280613600000,87;8082;1064
data,1280613600000,87;9278;1065
data,1280613600000,87;6096;1066
data,1280613600000,87;10519;1066
data,1280613600000,87;9278;1067
data,1280613600000,88;9842;1067
data,1280613600000,88;12180;1067
data,1280613600000,88;9278;1068
data,1280613600000,88;9354;1069
data,1280613600000,88;11252;1069
data,1280613600000,88;1777;1070
data,1285884000000,88;4571;1070
data,1298934000000,88;4010;1070
data,1298934000000,88;4936;1071
data,1298934000000,88;4209;1071
data,1304598163931,88;1215;1072
data,1304598163147,88;5213;1073
data,1304598163825,88;8199;1074
data,1304598163773,88;9070;1074
data,1304598164008,88;10831;1075
data,1304598167446,88;9362;1075
data,1304598167729,88;1215;1076
data,1304598167355,88;2221;1076
data,1304598170316,89;5213;1077
data,1304598172705,89;2646;1077
data,1304598176819,89;6863;1077
data,1304598179008,89;276;1077
data,1304598183706,90;11686;1078
data,1304598185568,90;10831;1079
data,1304598185529,90;5213;1080
data,1304598192310,90;1215;1081
data,1304598192204,90;8199;1082
data,1304598192239,90;2346;1083
data,1304598194797,90;5213;1084
data,1304598195699,90;10831;1085
data,1304598195478,90;8199;1086
data,1304598195525,90;2346;1087
data,1304598195633,90;1215;1088
data,1304598199407,90;1349;1088
data,1304598199495,90;1215;1089
data,1304598199341,90;8199;1090
data,1304598199549,90;10831;1091
data,1304598202073,90;5213;1092
data,1304598204028,90;5213;1093
data,1304598206259,90;1215;1094
data,1304598208161,90;8985;1094
data,1304598209705,90;9302;1094
data,1304598209435,90;10118;1094
data,1304598210325,90;2307;1094
data,1304598210263,90;11228;1095
data,1304598212761,90;2521;1095
data,1272664800000,90;5041;1096
data,1272664800000,90;12130;1096
data,1272664800000,90;5041;1097
data,1272664800000,90;9158;1097
data,1272664800000,90;5041;1098
data,1272664800000,90;5041;1099
data,1272664800000,90;5041;1100
data,1272664800000,90;4964;1100
data,1272664800000,90;5041;1101
data,1283292000000,90;2221;1101
data,1285884000000,90;547;1101
data,1285884000000,90;5041;1102
data,1285884000000,90;5041;1103
data,1285884000000,90;5041;1104
data,1285884000000,90;5041;1105
data,1285884000000,90;5041;1106
data,1285884000000,90;8821;1106
data,1285884000000,90;4467;1107
data,1285884000000,90;5041;1108
data,1285884000000,90;11210;1108
data,1285884000000,90;1885;1109
data,1285884000000,90;1255;1109
data,1285884000000,90;1308;1109
data,1285884000000,90;5854;1110
data,1288566000000,90;5041;1111
data,1288566000000,90;3881;1112
data,1288566000000,90;9837;1113
data,1288566000000,90;5041;1114
data,1288566000000,90;11641;1115
data,1288566000000,90;11788;1115
data,1288566000000,90;3117;1115
data,1288566000000,90;5041;1116
data,1288566000000,90;1797;1117
data,1288566000000,90;2656;1117
data,1288566000000,90;8084;1117
data,1288566000000,90;5041;1118
data,1288566000000,91;6727;1118
data,1291158000000,91;3117;1118
data,1291158000000,91;6065;1118
data,1291158000000,91;4423;1118
data,1233442800000,91;11487;1118
data,1233442800000,91;6235;1118
data,1233442800000,91;4886;1118
data,1233442800000,91;4871;1119
data,1233442800000,91;11683;1119
data,1233442800000,91;8932;1119
data,1233442800000,91;8304;1119
data,1233442800000,91;4811;1119
data,1233442800000,91;3765;1120
data,1233442800000,91;9567;1120
data,1233442800000,92;4833;1120
data,1233442800000,92;1144;1121
data,1233442800000,92;1053;1121
data,1235862000000,92;9762;1122
data,1235862000000,92;7506;1123
data,1235862000000,92;10917;1123
data,1235862000000,92;9762;1124
data,1235862000000,92;7801;1124
data,1238536800000,92;5041;1125
data,1238536800000,92;9151;1126
data,1238536800000,92;8838;1126
data,1238536800000,92;8101;1127
data,1238536800000,92;9278;1128
data,1238536800000,92;4971;1128
data,1238536800000,92;5566;1129
data,1238536800000,92;8669;1130
data,1238536800000,92;10256;1131
data,1238536800000,93;6350;1131
data,1238536800000,93;4841;1132
data,1238536800000,93;5041;1133
data,1238536800000,93;9954;1133
data,1238536800000,93;12180;1133
data,1238536800000,93;9263;1134
data,1238536800000,93;8669;1135
data,1238536800000,93;9278;1136
data,1238536800000,93;9762;1137
data,1241128800000,93;5917;1137
data,1241128800000,93;8669;1138
data,1241128800000,93;4155;1139
data,1243807200000,93;8669;1140
data,1243807200000,93;2959;1141
data,1243807200000,93;1595;1141
data,1243807200000,93;5605;1142
data,1243807200000,93;8111;1142
data,1243807200000,93;4038;1142
data,1243807200000,93;1797;1143
data,1246399200000,93;9278;1144
data,1246399200000,93;8669;1145
data,1246399200000,93;8669;1146
data,1246399200000,93;3117;1147
data,1246399200000,93;9653;1148
data,1246399200000,93;10661;1149
data,1246399200000,93;4494;1149
data,1246399200000,93;9278;1150
data,1249077600000,93;1651;1150
data,1249077600000,93;981;1150
data,1249077600000,93;5528;1151
data,1249077600000,94;4964;1152
data,1249077600000,94;4574;1152
data,1249077600000,94;6096;1153
data,1249077600000,94;8865;1153
data,1249077600000,94;4841;1154
data,1249077600000,94;2452;1154
data,1249077600000,94;4001;1155
data,1249077600000,94;9151;1156
data,1249077600000,95;3019;1157
data,1249077600000,95;6235;1157
data,1249077600000,95;10181;1157
data,1249077600000,95;967;1157
data,1249077600000,95;8552;1158
data,1249077600000,95;102;1159
data,1249077600000,96;3002;1160
data,1251756000000,96;5041;1161
data,1251756000000,96;823;1161
data,1251756000000,96;3881;1162
data,1251756000000,96;6746;1163
data,1251756000000,96;8101;1164
data,1251756000000,96;4264;1164
data,1251756000000,96;2755;1164
data,1251756000000,97;2603;1164
data,1251756000000,97;5975;1164
data,1251756000000,97;4299;1164
data,1251756000000,97;3437;1164
data,1251756000000,98;6067;1164
data,1251756000000,98;2959;1165
data,1251756000000,98;5106;1166
data,1251756000000,98;9067;1166
data,1251756000000,98;1797;1167
data,1251756000000,98;5854;1168
data,1251756000000,98;6121;1168
data,1251756000000,98;466;1169
data,1251756000000,98;6746;1170
data,1254348000000,98;58;1170
data,1254348000000,98;2438;1171
data,1254348000000,98;6861;1171
data,1254348000000,98;3002;1172
data,1254348000000,98;7291;1172
data,1254348000000,98;2847;1173
data,1254348000000,98;981;1173
data,1254348000000,98;6837;1174
data,1254348000000,98;3570;1175
data,1254348000000,98;11644;1175
data,1254348000000,98;5029;1176
data,1254348000000,98;7608;1177
data,1254348000000,98;1989;1178
data,1254348000000,98;10256;1179
data,1254348000000,98;9278;1180
data,1254348000000,98;9362;1180
data,1254348000000,99;2397;1181
data,1254348000000,99;9762;1182
data,1254348000000,99;245;1182
data,1254348000000,99;9837;1182
data,1254348000000,99;9263;1183
data,1254348000000,99;2359;1183
data,1254348000000,99;3573;1183
data,1254348000000,99;2493;1184
data,1254348000000,99;9278;1185
data,1257030000000,100;466;1186
data,1257030000000,100;9278;1187
data,1257030000000,100;6061;1187
data,1257030000000,100;2746;1188
data,1257030000000,100;6825;1188
data,1257030000000,100;3502;1188
data,1257030000000,100;5854;1189
data,1257030000000,100;7506;1190
data,1257030000000,100;435;1190
data,1257030000000,100;6130;1191
data,1257030000000,100;3117;1192
data,1257030000000,100;1869;1193
data,1257030000000,100;10166;1193
data,1257030000000,100;4368;1193
data,1257030000000,100;6228;1194
data,1257030000000,100;5016;1194
data,1259622000000,100;11911;1194
data,1259622000000,100;10067;1194
data,1259622000000,100;669;1195
data,1259622000000,100;4971;1195
data,1259622000000,100;2299;1195
data,1259622000000,100;936;1196
data,1259622000000,100;12006;1197
data,1259622000000,100;10715;1197
data,1259622000000,100;505;1197
data,1259622000000,100;4052;1197
data,1259622000000,100;7840;1198
data,1259622000000,100;8689;1198
data,1259622000000,100;8782;1198
data,1259622000000,100;3746;1198
data,1259622000000,100;12143;1199
data,1259622000000,100;8129;1200
data,1259622000000,100;5041;1201
data,1259622000000,100;12360;1202
data,1259622000000,100;2959;1203
data,1259622000000,100;691;1204
data,1259622000000,100;5718;1204
data,1259622000000,100;7482;1204
data,1259622000000,100;2959;1205
data,1259622000000,100;9975;1205
data,1259622000000,100;10915;1205
data,1259622000000,100;4570;1205
data,1259622000000,100;8405;1205
data,1259622000000,100;5134;1206
data,1259622000000,100;1772;1207
data,1259622000000,100;3084;1207
data,1259622000000,100;4714;1208
data,1259622000000,100;466;1209
data,1259622000000,100;1885;1210
data,1259622000000,100;2648;1211
data,1259622000000,100;2840;1212
data,1262300400000,100;5041;1213
data,1262300400000,100;1787;1214
data,1262300400000,100;9762;1215
data,1262300400000,100;1777;1215
data,1262300400000,101;5528;1216
data,1262300400000,101;11561;1216
data,1262300400000,101;4378;1216
data,1262300400000,101;5878;1216
data,1262300400000,101;3060;1216
data,1262300400000,101;10661;1217
data,1262300400000,101;986;1217
data,1262300400000,101;9362;1217
data,1262300400000,101;4264;1217
data,1262300400000,102;7060;1217
data,1262300400000,102;3460;1218
data,1264978800000,102;3019;1219
data,1264978800000,102;12130;1219
data,1264978800000,102;11454;1219
data,1264978800000,102;2715;1219
data,1264978800000,102;3019;1220
data,1264978800000,102;9028;1221
data,1264978800000,102;9809;1222
data,1264978800000,102;1123;1223
data,1264978800000,102;10831;1223
data,1264978800000,102;3573;1223
data,1264978800000,102;6262;1223
data,1264978800000,102;466;1224
data,1264978800000,102;9278;1225
data,1264978800000,102;1996;1225
data,1264978800000,102;3000;1225
data,1264978800000,102;3019;1226
data,1264978800000,102;1859;1226
data,1264978800000,102;1992;1226
data,1264978800000,102;4322;1226
data,1264978800000,102;3881;1227
data,1264978800000,102;9235;1228
data,1264978800000,102;3570;1229
data,1264978800000,102;11997;1230
data,1264978800000,102;3570;1231
data,1264978800000,102;2254;1231
data,1264978800000,102;6713;1232
data,1264978800000,102;6096;1233
data,1264978800000,102;10900;1233
data,1264978800000,102;7828;1233
data,1264978800000,102;2493;1234
data,1264978800000,102;3495;1234
data,1264978800000,102;11994;1234
data,1264978800000,102;2017;1234
data,1264978800000,102;1060;1235
data,1264978800000,102;78;1235
data,1264978800000,102;6884;1236
data,1264978800000,102;7251;1236
data,1264978800000,102;4873;1236
data,1267398000000,102;8975;1236
data,1267398000000,102;9028;1237
data,1267398000000,102;3730;1237
data,1267398000000,102;322;1237
data,1267398000000,102;7326;1237
data,1267398000000,102;6794;1237
data,1267398000000,102;6366;1238
data,1267398000000,102;276;1238
data,1267398000000,102;8669;1239
data,1267398000000,102;5213;1240
data,1267398000000,102;9653;1241
data,1267398000000,102;1144;1242
data,1267398000000,102;4322;1242
data,1267398000000,102;1885;1243
data,1267398000000,102;11155;1243
data,1267398000000,102;5372;1244
data,1267398000000,102;4964;1245
data,1267398000000,102;2694;1246
data,1267398000000,102;14;1247
data,1267398000000,102;2521;1248
data,1267398000000,102;7416;1248
data,1267398000000,102;9837;1248
data,1267398000000,102;11471;1248
data,1267398000000,102;1209;1248
data,1267398000000,102;3187;1248
data,1267398000000,102;1144;1249
data,1267398000000,102;8328;1250
data,1267398000000,102;4549;1251
data,1267398000000,102;1926;1251
data,1267398000000,102;10350;1252
data,1270072800000,102;2823;1252
data,1270072800000,102;3890;1253
data,1270072800000,102;1841;1254
data,1270072800000,102;2489;1254
data,1270072800000,102;6210;1255
data,1270072800000,102;11634;1255
data,1270072800000,102;3693;1256
data,1270072800000,102;3830;1256
data,1270072800000,102;5854;1257
data,1270072800000,102;11492;1258
data,1270072800000,102;812;1259
data,1270072800000,102;9052;1260
data,1270072800000,102;669;1261
data,1270072800000,102;4933;1261
data,1270072800000,102;10668;1262
data,1270072800000,102;10661;1263
data,1270072800000,102;5789;1263
data,1270072800000,102;8651;1263
data,1270072800000,102;6210;1264
data,1270072800000,102;2414;1264
data,1270072800000,102;1859;1264
data,1270072800000,103;3890;1265
data,1270072800000,103;3002;1266
data,1270072800000,103;986;1266
data,1270072800000,103;3573;1266
data,1270072800000,103;8234;1267
data,1270072800000,103;4873;1267
data,1270072800000,103;4753;1268
data,1270072800000,103;2832;1268
data,1272664800000,103;660;1268
data,1272664800000,103;71;1268
data,1272664800000,103;7468;1268
data,1272664800000,103;5126;1269
data,1272664800000,103;372;1269
data,1272664800000,103;6096;1270
data,1272664800000,103;2632;1271
data,1272664800000,103;9495;1272
data,1272664800000,103;10767;1272
data,1272664800000,103;5713;1272
data,1272664800000,103;12403;1272
data,1272664800000,103;3411;1273
data,1272664800000,103;11686;1274
data,1272664800000,103;12350;1274
data,1272664800000,103;2493;1275
data,1272664800000,103;1869;1276
data,1275343200000,103;3890;1277
data,1275343200000,103;3560;1277
data,1275343200000,103;1869;1278
data,1275343200000,103;4431;1278
data,1275343200000,103;216;1278
data,1275343200000,103;12178;1278
data,1275343200000,103;1715;1278
data,1275343200000,103;8669;1279
data,1275343200000,103;7720;1279
data,1275343200000,103;3117;1280
data,1275343200000,103;3170;1280
data,1275343200000,103;3635;1280
data,1275343200000,103;12262;1280
data,1275343200000,103;5622;1280
data,1275343200000,103;234;1280
data,1275343200000,103;11537;1281
data,1275343200000,103;5052;1281
data,1275343200000,103;1606;1281
data,1275343200000,103;10698;1281
data,1275343200000,103;10007;1282
data,1275343200000,103;11644;1282
data,1275343200000,103;3456;1283
data,1275343200000,103;12262;1283
data,1275343200000,103;11226;1283
data,1275343200000,103;1091;1283
data,1275343200000,103;3456;1284
data,1275343200000,103;7453;1285
data,1275343200000,103;10465;1286
data,1275343200000,103;9028;1287
data,1275343200000,103;7864;1288
data,1275343200000,103;10051;1288
data,1275343200000,103;3890;1289
data,1277935200000,103;563;1289
data,1277935200000,103;2196;1290
data,1277935200000,103;7995;1291
data,1277935200000,103;5041;1292
data,1277935200000,103;5126;1293
data,1277935200000,103;55;1293
data,1277935200000,103;1708;1293
data,1277935200000,103;9052;1294
data,1277935200000,103;5126;1295
data,1277935200000,103;2438;1296
data,1277935200000,103;3456;1297
data,1277935200000,103;9762;1298
data,1277935200000,103;11230;1298
data,1277935200000,103;5969;1299
data,1277935200000,103;1708;1299
data,1277935200000,103;11252;1300
data,1277935200000,103;4568;1300
data,1277935200000,103;10182;1300
data,1277935200000,103;2458;1300
data,1277935200000,103;8312;1300
data,1277935200000,103;4072;1300
data,1277935200000,103;6746;1301
data,1277935200000,103;3854;1301
data,1277935200000,103;9614;1301
data,1277935200000,103;1663;1302
data,1277935200000,103;8361;1302
data,1277935200000,103;9127;1302
data,1277935200000,103;12417;1303
data,1277935200000,103;8454;1303
data,1277935200000,103;5740;1304
data,1277935200000,103;8319;1304
data,1277935200000,103;9030;1304
data,1277935200000,103;8101;1305
data,1277935200000,103;3138;1306
data,1277935200000,103;9142;1306
data,1277935200000,103;11719;1306
data,1277935200000,103;1999;1306
data,1277935200000,103;8669;1307
data,1277935200000,103;1760;1307
data,1277935200000,103;8032;1307
data,1277935200000,103;12030;1307
data,1277935200000,103;5351;1307
data,1277935200000,103;10292;1307
data,1277935200000,103;7688;1308
data,1277935200000,103;5528;1309
data,1277935200000,103;7995;1310
data,1277935200000,103;6506;1311
data,1277935200000,103;5041;1312
data,1277935200000,103;10256;1313
data,1277935200000,104;10283;1313
data,1277935200000,104;6868;1313
data,1277935200000,104;8101;1314
data,1277935200000,104;7026;1314
data,1277935200000,104;6746;1315
data,1277935200000,104;1357;1316
data,1277935200000,104;10775;1317
data,1277935200000,104;2190;1317
data,1277935200000,104;7302;1317
data,1277935200000,104;5966;1317
data,1277935200000,104;1999;1317
data,1277935200000,104;5528;1318
data,1277935200000,104;1926;1318
data,1277935200000,104;669;1319
data,1277935200000,104;4322;1319
data,1277935200000,104;6262;1319
data,1277935200000,104;4025;1319
data,1277935200000,104;117;1320
data,1277935200000,105;4642;1320
data,1277935200000,105;6944;1320
data,1277935200000,105;2438;1321
data,1277935200000,105;7253;1321
data,1277935200000,105;14;1322
data,1277935200000,105;669;1323
data,1277935200000,105;5126;1324
data,1280613600000,105;11475;1324
data,1280613600000,105;5213;1325
data,1280613600000,105;11686;1326
data,1280613600000,105;5213;1327
data,1280613600000,105;12428;1327
data,1280613600000,105;4995;1328
data,1280613600000,105;5461;1329
data,1280613600000,105;5718;1329
data,1280613600000,105;110;1330
data,1280613600000,105;5815;1331
data,1280613600000,106;8722;1331
data,1280613600000,106;5126;1332
